line_id,line_name,station_id,station_name,station_sequence,gd_longitude,gd_latitude,longitude,latitude
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130546,中央公园,23,120.662439,31.311862,120.6581951062364,31.313971038202947
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130548,师惠坊,24,120.667387,31.312661,120.66313290315561,31.314760360674093
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10964796,四季新家园,25,120.673911,31.313711,120.66964326043863,31.31579748608153
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130649,国际大厦西,26,120.674115,31.3175,120.66984652264202,31.319584673794182
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130504,国际大厦,27,120.675742,31.318724,120.67147003408094,31.320805108872833
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130503,苏州中心北,28,120.677726,31.320117,120.67344979612812,31.322193812035348
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10922823,沁苑邻里中心,29,120.677964,31.323477,120.6736870246282,31.325552121632835
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130501,湖畔花园,30,120.67862,31.325924,120.6743414627095,31.327996982535662
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV11028685,星湾学校西校区,31,120.684128,31.326975,120.6798380650962,31.32903725466688
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132413,玲珑湾西,32,120.691042,31.329349,120.68673810039105,31.331397830540194
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132657,玲珑湾北,33,120.697305,31.330256,120.69298918579071,31.33229371330547
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130117,玲珑湾东,34,120.700148,31.32737,120.69582730616196,31.329404089383786
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130103,艺术中心北,35,120.701168,31.325412,120.69684567620322,31.327445167242583
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10131079,圆融天幕街,36,120.713064,31.321836,120.70872306722764,31.323853233242712
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130772,久光百货,37,120.715221,31.318928,120.71087732743939,31.320943582696952
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130773,金鸡湖商业广场,38,120.719935,31.319453,120.71558530349715,31.32146290856161
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130022,九龙医院,39,120.726173,31.328121,120.72181587673536,31.330121561437466
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132827,九龙医院北,40,120.727882,31.332447,120.72352293271486,31.334444543129717
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10131171,白塘景苑,41,120.732758,31.33428,120.72839489266103,31.33627326765765
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10131170,园区综保西区南,42,120.732674,31.336451,120.72831076991683,31.338443556051878
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132667,星塘街北,43,120.744408,31.340014,120.74003906534861,31.34200008222581
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132666,钟南街北,44,120.756248,31.341822,120.75187939405225,31.343807424914484
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10132665,苏虹东路西,45,120.761337,31.342609,120.75697037724328,31.344595766896767
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130152,亭苑街,46,120.768177,31.361836,120.7638132248993,31.363820020441516
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV10130140,唯亭学校,47,120.773429,31.362509,120.76906987283633,31.364496755254574
320500011123,108路(解放西路换乘枢纽站--金陵西路厦亭家园),320500011123_BV11316216,葑亭大道戈巷街,48,120.778494,31.363129,120.77414036021781,31.36512125322602
